order_id,audit_date,week_number,country,state,city,address_type,pid,call_attempt,quality_of_validation,validation_status,defect_category,deepdive_attribute,gam_defect,grok_comment_defect,overall_audit,delivery_outcome,delivery_success,auditor,resolution_time_hrs
ORD10529,2026-03-24,13,US,IL,Los Angeles,Single-Residential,USC4728951585,Non-Controllable,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Harini AB,0.0
ORD11426,2026-03-24,13,US,BC,Edmonton,Single-Commercial,USC4832315784,Non-Controllable,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Riya Singh,0.0
ORD14338,2026-03-24,13,US,FL,Calgary,Multi-Residential,USC5037019766,Non-Controllable,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Ganesh B,0.0
ORD12014,2026-03-24,13,US,CA,Toronto,Single-Residential,USC4820769399,Non-Controllable,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Priya M,0.0
ORD12555,2026-03-24,13,US,TX,New York,Multi-Residential,USC5008687900,Non-Controllable,Successful Validation,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Kiran Nukala,0.0
ORD11431,2026-03-24,13,US,FL,Vancouver,Multi-Residential,USC5326723374,Yes,Successful Validation,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Kiran Nukala,0.0
ORD13475,2026-03-24,13,US,NY,Philadelphia,Single-Residential,USC5344715348,Non-Controllable,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Harini AB,0.0
ORD14359,2026-03-24,13,US,FL,Miami,Single-Residential,USC5312487189,No,Successful Validation,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Harini AB,0.0
ORD10538,2026-03-24,13,US,ON,Edmonton,Single-Commercial,USC5058979081,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Kiran Nukala,0.0
ORD10503,2026-03-24,13,US,ON,Atlanta,Multi-Residential,USC5073331192,Non-Controllable,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Riya Singh,0.0
ORD11677,2026-03-24,13,US,CA,Columbus,Single-Residential,USC4815956646,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Harini AB,0.0
ORD14810,2026-03-24,13,US,CA,Toronto,Multi-Residential,USC4875684934,Non-Controllable,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Riya Singh,0.0
ORD12753,2026-03-24,13,US,IL,Toronto,Multi-Residential,USC5340333283,No,Deep Dive Defect leading to GAM Defect,Fail,Incorrect BH,Incorrect BH,No GAM defect,Entire comment wrong - wrong PID identification,Fail,Returned,0,Priya M,3.7
ORD12778,2026-03-24,13,US,CA,Columbus,Multi-Residential,USC5103088074,Yes,Deep Dive Defect - Wrong validation,Fail,Single-Commercial,Incorrect BH,No GAM defect,Entire comment wrong - wrong PID identification,Fail,Delivered,1,Riya Singh,2.8
ORD10392,2026-03-24,13,US,AB,Houston,Single-Residential,USC4750338788,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Riya Singh,0.0
ORD12727,2026-03-24,13,US,FL,Montreal,Multi-Residential,USC4794156718,Non-Controllable,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Harini AB,0.0
ORD12996,2026-03-24,13,US,CA,Toronto,Multi-Residential,USC5202413957,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Returned,0,Harini AB,0.0
ORD10166,2026-03-24,13,Canada,OH,Atlanta,Single-Residential,USC5311583014,Non-Controllable,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Priya M,0.0
ORD10900,2026-03-24,13,US,ON,Houston,Single-Residential,USC4847997539,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Harini AB,0.0
ORD11024,2026-03-24,13,US,CA,Edmonton,Single-Commercial,USC4809318633,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Ganesh B,0.0
ORD12890,2026-03-24,13,US,FL,Atlanta,Single-Commercial,USC4822077658,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Harini AB,0.0
ORD11175,2026-03-24,13,Canada,NC,New York,Single-Residential,USC4809761818,Non-Controllable,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Riya Singh,0.0
ORD11186,2026-03-24,13,Canada,ON,Toronto,Single-Residential,USC5278946720,Yes,Correct Validation but incorrect GROK comment,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Harini AB,0.0
ORD11936,2026-03-24,13,US,ON,Montreal,Multi-Residential,USC5095749643,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Returned,0,Riya Singh,0.0
ORD10243,2026-03-24,13,US,TX,Seattle,Single-Commercial,USC4758672211,Yes,Deep Dive Defect - Wrong validation,Fail,Multi-Residential,Incorrect BH,Incorrect BH,No GROK defect,Fail,Delivered,1,Harini AB,3.9
ORD10125,2026-03-24,13,US,QC,Columbus,Single-Residential,USC5149109497,Non-Controllable,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Riya Singh,0.0
ORD10331,2026-03-24,13,US,OH,Charlotte,Multi-Residential,USC4909186979,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Kiran Nukala,0.0
ORD11307,2026-03-24,13,Canada,ON,Columbus,Single-Residential,USC4932901378,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Priya M,0.0
ORD14686,2026-03-24,13,Canada,NY,Charlotte,Multi-Residential,USC4846296796,Non-Controllable,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Ganesh B,0.0
ORD12924,2026-03-24,13,US,OH,Vancouver,Multi-Commercial,USC4857391666,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Priya M,0.0
ORD14804,2026-03-24,13,US,BC,Charlotte,Multi-Residential,USC5291967669,Non-Controllable,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Kiran Nukala,0.0
ORD12844,2026-03-24,13,US,OH,Philadelphia,Multi-Residential,USC4978982919,No,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Riya Singh,0.0
ORD13679,2026-03-24,13,Canada,NY,Los Angeles,Single-Commercial,USC4717664549,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Priya M,0.0
ORD10913,2026-03-24,13,US,TX,Los Angeles,Single-Residential,USC4795898645,Non-Controllable,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Riya Singh,0.0
ORD13697,2026-03-24,13,US,ON,Los Angeles,Single-Residential,USC5042977655,Non-Controllable,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Harini AB,0.0
ORD11408,2026-03-24,13,US,BC,Toronto,Single-Commercial,USC4751531966,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Riya Singh,0.0
ORD14183,2026-03-24,13,US,NY,Vancouver,Multi-Commercial,USC4738308154,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Harini AB,0.0
ORD10092,2026-03-24,13,US,QC,Seattle,Multi-Residential,USC5223472404,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Priya M,0.0
ORD12471,2026-03-24,13,Canada,CA,Montreal,Mixed,USC5218013815,Non-Controllable,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Kiran Nukala,0.0
ORD14038,2026-03-24,13,US,NY,Montreal,Multi-Residential,USC5004163807,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Harini AB,0.0
ORD10842,2026-03-24,13,Canada,ON,New York,Multi-Residential,USC5052087856,Non-Controllable,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Priya M,0.0
ORD14115,2026-03-24,13,US,FL,Toronto,Multi-Residential,USC4874303803,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Riya Singh,0.0
ORD13419,2026-03-24,13,Canada,TX,Edmonton,Single-Residential,USC4917257998,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Harini AB,0.0
ORD10047,2026-03-24,13,US,CA,Atlanta,Multi-Commercial,USC4745522764,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Kiran Nukala,0.0
ORD14880,2026-03-24,13,US,WA,Montreal,Multi-Residential,USC5359118413,Non-Controllable,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Priya M,0.0
ORD12251,2026-03-24,13,US,BC,Vancouver,Single-Residential,USC5003467364,Non-Controllable,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Riya Singh,0.0
ORD13826,2026-03-24,13,US,WA,Toronto,Single-Residential,USC4756304206,Non-Controllable,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Priya M,0.0
ORD13317,2026-03-24,13,US,ON,Toronto,Multi-Residential,USC4778979664,Non-Controllable,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Harini AB,0.0
ORD11621,2026-03-24,13,US,TX,Houston,Single-Residential,USC5013855663,Non-Controllable,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Harini AB,0.0
ORD12314,2026-03-24,13,US,FL,Charlotte,Multi-Residential,USC4878219620,Non-Controllable,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Priya M,0.0
ORD13573,2026-03-24,13,Canada,CA,Atlanta,Single-Residential,USC4738901791,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Failed,0,Kiran Nukala,0.0
ORD13483,2026-03-24,13,Canada,CA,Atlanta,Single-Residential,USC4980045087,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Riya Singh,0.0
ORD11486,2026-03-25,13,Canada,TX,New York,Single-Residential,USC4757525833,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Riya Singh,0.0
ORD12282,2026-03-25,13,US,NY,Philadelphia,Multi-Commercial,USC5351493810,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Kiran Nukala,0.0
ORD13721,2026-03-25,13,Canada,CA,Houston,Multi-Residential,USC5232707086,Non-Controllable,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Harini AB,0.0
ORD13696,2026-03-25,13,US,TX,Columbus,Multi-Residential,USC4917112286,Non-Controllable,Correct Validation but incorrect GROK comment,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Kiran Nukala,0.0
ORD12559,2026-03-25,13,Canada,NY,Montreal,Multi-Commercial,USC5354246430,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Riya Singh,0.0
ORD12605,2026-03-25,13,US,OH,Atlanta,Multi-Residential,USC5258948436,Non-Controllable,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Kiran Nukala,0.0
ORD14739,2026-03-25,13,US,TX,Charlotte,Single-Residential,USC5065233846,Non-Controllable,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Ganesh B,0.0
ORD12464,2026-03-25,13,Canada,BC,Chicago,Single-Residential,USC5253099860,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Ganesh B,0.0
ORD10721,2026-03-25,13,US,ON,Charlotte,Single-Commercial,USC5188672876,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Riya Singh,0.0
ORD12321,2026-03-25,13,US,PA,Montreal,Multi-Residential,USC5008576327,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Priya M,0.0
ORD14021,2026-03-25,13,US,AB,Calgary,Single-Commercial,USC4779332465,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Priya M,0.0
ORD11352,2026-03-25,13,Canada,BC,Montreal,Single-Residential,USC4963364641,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Harini AB,0.0
ORD10640,2026-03-25,13,US,OH,Calgary,Multi-Commercial,USC5061107085,Non-Controllable,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Kiran Nukala,0.0
ORD14009,2026-03-25,13,Canada,AB,Atlanta,Multi-Residential,USC4940641429,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Ganesh B,0.0
ORD14638,2026-03-25,13,US,QC,Houston,Single-Residential,USC5182421347,Non-Controllable,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Ganesh B,0.0
ORD12395,2026-03-25,13,US,TX,Toronto,Single-Residential,USC4717462207,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Ganesh B,0.0
ORD12683,2026-03-25,13,US,WA,Vancouver,Single-Residential,USC5248168979,Non-Controllable,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Kiran Nukala,0.0
ORD13373,2026-03-25,13,US,FL,Vancouver,Multi-Commercial,USC5303149772,Non-Controllable,Deep Dive Defect - Wrong validation,Fail,Incorrect BH,Incorrect AB,No GAM defect,Entire comment wrong - wrong PID identification,Fail,Delivered,1,Riya Singh,2.6
ORD10813,2026-03-25,13,US,IL,Toronto,Single-Commercial,USC4807487354,Non-Controllable,Deep Dive Defect - Wrong validation,Fail,Multi-Residential,Incorrect SP,No GAM defect,No GROK defect,Fail,Delivered,1,Harini AB,2.0
ORD10889,2026-03-25,13,US,CA,Columbus,Single-Residential,USC4800249684,Non-Controllable,Correct Validation but incorrect GROK comment,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Harini AB,0.0
ORD12242,2026-03-25,13,US,TX,Edmonton,Single-Commercial,USC5214688358,Yes,Correct Validation but incorrect GROK comment,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Harini AB,0.0
ORD12383,2026-03-25,13,Canada,NY,Toronto,Single-Residential,USC4754927711,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Kiran Nukala,0.0
ORD10886,2026-03-25,13,US,ON,Vancouver,Single-Residential,USC5216389418,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Riya Singh,0.0
ORD13515,2026-03-25,13,US,TX,Seattle,Single-Residential,USC5229799861,Non-Controllable,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Harini AB,0.0
ORD12367,2026-03-25,13,US,AB,Atlanta,Multi-Commercial,USC5081385858,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Harini AB,0.0
ORD12197,2026-03-25,13,Canada,BC,Atlanta,Mixed,USC5185915330,Yes,Successful Validation,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Ganesh B,0.0
ORD13981,2026-03-25,13,Canada,ON,Edmonton,Single-Residential,USC4815647851,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Riya Singh,0.0
ORD10977,2026-03-25,13,US,TX,Los Angeles,Multi-Residential,USC5199995709,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Harini AB,0.0
ORD11297,2026-03-25,13,US,CA,Seattle,Single-Commercial,USC5351314110,Non-Controllable,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Riya Singh,0.0
ORD13502,2026-03-25,13,US,TX,Atlanta,Single-Commercial,USC5174584307,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Priya M,0.0
ORD14621,2026-03-25,13,Canada,GA,Atlanta,Multi-Residential,USC4800516892,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Riya Singh,0.0
ORD11216,2026-03-25,13,US,IL,Columbus,Single-Residential,USC5130053850,Yes,Deep Dive Defect - Wrong validation,Fail,Multi-Commercial,Incorrect BH + AB,No GAM defect,No GROK defect,Fail,Failed,0,Priya M,7.5
ORD13441,2026-03-25,13,US,ON,Vancouver,Single-Commercial,USC4805342806,Non-Controllable,Correct Validation but incorrect GROK comment,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Ganesh B,0.0
ORD11525,2026-03-25,13,US,TX,Montreal,Single-Residential,USC4993771421,Non-Controllable,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Harini AB,0.0
ORD14484,2026-03-25,13,US,GA,Houston,Single-Commercial,USC4749838141,Yes,Deep Dive Defect - Wrong validation,Fail,Mixed,Incorrect BH,Duplicate update,No GROK defect,Fail,Delivered,1,Harini AB,3.6
ORD10424,2026-03-25,13,US,BC,Miami,Single-Residential,USC4715773220,Non-Controllable,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Harini AB,0.0
ORD13059,2026-03-25,13,Canada,QC,New York,Multi-Residential,USC5041295473,Non-Controllable,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Ganesh B,0.0
ORD14385,2026-03-25,13,US,ON,Philadelphia,Single-Residential,USC5267901160,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Kiran Nukala,0.0
ORD14658,2026-03-25,13,US,TX,Charlotte,Single-Commercial,USC5144008160,Non-Controllable,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Kiran Nukala,0.0
ORD11802,2026-03-25,13,US,CA,Edmonton,Multi-Residential,USC5258334756,Non-Controllable,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Priya M,0.0
ORD12018,2026-03-25,13,Canada,NY,Charlotte,Single-Commercial,USC5269118953,Non-Controllable,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Riya Singh,0.0
ORD14093,2026-03-25,13,US,TX,Philadelphia,Multi-Residential,USC5143451233,Yes,Deep Dive Defect - Wrong validation,Fail,Multi-Commercial,Incorrect AT,No GAM defect,No GROK defect,Fail,Delivered,1,Harini AB,9.5
ORD11797,2026-03-25,13,US,NC,Edmonton,Single-Commercial,USC4758292613,Non-Controllable,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Riya Singh,0.0
ORD14216,2026-03-25,13,US,WA,Vancouver,Single-Residential,USC4934535857,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Priya M,0.0
ORD13829,2026-03-25,13,Canada,NY,Columbus,Single-Residential,USC4710672506,Yes,Successful Validation,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Kiran Nukala,0.0
ORD13277,2026-03-25,13,US,WA,Toronto,Single-Residential,USC4798543924,Yes,Successful Validation,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Kiran Nukala,0.0
ORD14894,2026-03-25,13,US,BC,Philadelphia,Multi-Residential,USC5014159117,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Priya M,0.0
ORD12052,2026-03-25,13,US,NC,Miami,Single-Residential,USC4814415218,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Harini AB,0.0
ORD12491,2026-03-25,13,US,AB,Miami,Multi-Commercial,USC5290219640,Non-Controllable,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Failed,0,Riya Singh,0.0
ORD14942,2026-03-25,13,US,QC,New York,Multi-Residential,USC4789333671,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Harini AB,0.0
ORD13589,2026-03-25,13,Canada,ON,Columbus,Single-Residential,USC4821948526,Non-Controllable,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Kiran Nukala,0.0
ORD13786,2026-03-25,13,US,TX,Philadelphia,Single-Residential,USC5395377556,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Harini AB,0.0
ORD11120,2026-03-25,13,US,CA,Los Angeles,Single-Commercial,USC5284664981,Yes,Deep Dive Defect leading to GAM Defect,Fail,Multi-Residential,Incorrect AB,No GAM defect,No GROK defect,Fail,Delivered,1,Priya M,5.4
ORD10428,2026-03-25,13,US,FL,Los Angeles,Single-Residential,USC5251922462,Yes,Deep Dive Defect - Wrong validation,Fail,Multi-Residential,Incorrect AB,No GAM defect,Entire comment wrong - wrong PID identification,Fail,Delivered,1,Ganesh B,4.7
ORD10476,2026-03-25,13,US,TX,Seattle,Multi-Residential,USC4760542505,Non-Controllable,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Riya Singh,0.0
ORD14042,2026-03-25,13,US,IL,Miami,Single-Residential,USC5128645587,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Harini AB,0.0
ORD11004,2026-03-26,13,US,CA,Miami,Single-Residential,USC5349943441,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Kiran Nukala,0.0
ORD14221,2026-03-26,13,US,IL,Houston,Single-Residential,USC5104308550,Non-Controllable,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Priya M,0.0
ORD10648,2026-03-26,13,US,NY,Atlanta,Multi-Commercial,USC5156892936,Non-Controllable,Deep Dive Defect - Wrong validation,Fail,Mixed,Incorrect BH,No GAM defect,No GROK defect,Fail,Returned,0,Riya Singh,2.0
ORD13135,2026-03-26,13,US,NY,Philadelphia,Multi-Residential,USC5104981633,Non-Controllable,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Harini AB,0.0
ORD11930,2026-03-26,13,US,ON,Los Angeles,Single-Commercial,USC5319185608,Non-Controllable,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Kiran Nukala,0.0
ORD12755,2026-03-26,13,Canada,TX,Atlanta,Multi-Commercial,USC4730939534,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Harini AB,0.0
ORD11540,2026-03-26,13,US,FL,Montreal,Single-Residential,USC4736327728,Non-Controllable,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Harini AB,0.0
ORD14824,2026-03-26,13,US,NY,Philadelphia,Single-Residential,USC4962451238,Non-Controllable,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Riya Singh,0.0
ORD10096,2026-03-26,13,US,QC,Los Angeles,Single-Residential,USC4926928478,Non-Controllable,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Ganesh B,0.0
ORD11386,2026-03-26,13,US,CA,Toronto,Single-Residential,USC4897875598,Yes,Correct Validation but incorrect GROK comment,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Harini AB,0.0
ORD13012,2026-03-26,13,US,TX,Seattle,Multi-Residential,USC5377649804,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Riya Singh,0.0
ORD13010,2026-03-26,13,US,PA,Seattle,Single-Residential,USC5249212777,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Riya Singh,0.0
